,participant_id,language,duration,congruency,color,response_time,response_correct
374,95adb505,EN,long,1.0,red,0.934,1.0
375,95adb505,EN,long,0.0,green,0.9755,1.0
376,95adb505,TR,long,1.0,green,0.6029,1.0
377,95adb505,TR,long,0.0,blue,0.7392,1.0
378,95adb505,TR,long,1.0,blue,0.5854,1.0
379,95adb505,EN,long,1.0,green,0.7186,1.0
380,95adb505,EN,long,0.0,blue,0.9782,1.0
381,95adb505,TR,long,1.0,red,1.0672,1.0
382,95adb505,EN,long,1.0,blue,0.7757,1.0
383,95adb505,TR,long,0.0,red,1.0687,1.0
384,95adb505,EN,long,1.0,red,0.7002,1.0
385,95adb505,TR,long,1.0,red,0.9839,1.0
386,95adb505,EN,long,1.0,blue,1.0641,1.0
387,95adb505,TR,long,1.0,blue,0.6752,1.0
388,95adb505,EN,long,1.0,green,0.58,1.0
389,95adb505,TR,long,0.0,green,0.919,1.0
390,95adb505,TR,long,1.0,green,0.6088,1.0
391,95adb505,EN,long,0.0,blue,1.1721,1.0
392,95adb505,EN,long,0.0,red,0.9589,1.0
393,95adb505,TR,long,0.0,blue,1.0302,1.0
394,95adb505,TR,long,0.0,red,0.8507,1.0
395,95adb505,EN,long,0.0,green,1.6426,1.0
396,95adb505,TR,long,1.0,blue,0.633,1.0
397,95adb505,EN,long,0.0,blue,1.0355,1.0
398,95adb505,EN,long,1.0,red,0.8775,1.0
399,95adb505,EN,long,1.0,blue,0.843,1.0
400,95adb505,EN,long,0.0,green,0.8134,1.0
401,95adb505,TR,long,0.0,green,0.901,1.0
402,95adb505,EN,long,1.0,green,0.7345,1.0
403,95adb505,TR,long,0.0,blue,0.7959,1.0
404,95adb505,TR,long,1.0,green,0.955,1.0
405,95adb505,EN,long,0.0,red,0.4087,1.0
406,95adb505,TR,long,1.0,red,0.5755,1.0
407,95adb505,TR,long,0.0,red,0.8185,1.0
408,95adb505,TR,long,0.0,green,0.5988,1.0
409,95adb505,TR,long,1.0,red,0.6205,1.0
410,95adb505,EN,long,1.0,red,0.3863,1.0
411,95adb505,TR,long,1.0,blue,0.6893,1.0
412,95adb505,EN,long,1.0,green,0.6271,1.0
413,95adb505,TR,long,0.0,red,0.5812,1.0
414,95adb505,EN,long,0.0,green,1.3176,1.0
415,95adb505,TR,long,0.0,blue,0.6759,1.0
416,95adb505,EN,long,0.0,blue,0.4105,1.0
417,95adb505,EN,long,1.0,blue,0.453,1.0
418,95adb505,EN,long,0.0,red,0.7515,1.0
419,95adb505,TR,long,1.0,green,0.5604,1.0
420,95adb505,TR,short,0.0,red,17.3509,0.0
421,95adb505,TR,short,1.0,green,4.7917,1.0
422,95adb505,EN,short,1.0,blue,0.8758,1.0
423,95adb505,TR,short,0.0,blue,1.3428,1.0
424,95adb505,EN,short,0.0,green,1.1941,1.0
425,95adb505,EN,short,0.0,red,0.4995,1.0
426,95adb505,TR,short,1.0,blue,0.6922,1.0
427,95adb505,TR,short,0.0,green,0.9277,1.0
428,95adb505,EN,short,1.0,green,0.6925,1.0
429,95adb505,EN,short,1.0,red,0.4845,1.0
430,95adb505,EN,short,0.0,blue,0.6106,1.0
431,95adb505,TR,short,1.0,red,0.5113,1.0
432,95adb505,EN,short,0.0,red,2.8673,1.0
433,95adb505,EN,short,0.0,green,1.0841,1.0
434,95adb505,EN,short,0.0,blue,1.2492,1.0
435,95adb505,TR,short,0.0,green,0.6756,1.0
436,95adb505,TR,short,1.0,green,0.5342,1.0
437,95adb505,TR,short,1.0,blue,0.4426,1.0
438,95adb505,TR,short,0.0,blue,0.5588,1.0
439,95adb505,TR,short,1.0,red,0.3595,1.0
440,95adb505,EN,short,1.0,red,0.4823,1.0
441,95adb505,EN,short,1.0,green,0.8189,1.0
442,95adb505,EN,short,1.0,blue,0.4674,1.0
443,95adb505,TR,short,0.0,red,0.4757,1.0
444,95adb505,TR,short,0.0,blue,1.0464,0.0
445,95adb505,EN,short,1.0,blue,1.3623,1.0
446,95adb505,EN,short,1.0,red,0.7016,1.0
447,95adb505,EN,short,1.0,green,1.0583,1.0
448,95adb505,EN,short,0.0,blue,0.642,1.0
449,95adb505,TR,short,0.0,red,0.9684,1.0
450,95adb505,TR,short,1.0,green,0.6449,1.0
451,95adb505,TR,short,0.0,green,0.4998,1.0
452,95adb505,EN,short,0.0,red,0.4868,1.0
453,95adb505,TR,short,1.0,blue,0.5355,1.0
454,95adb505,EN,short,0.0,green,0.5446,1.0
455,95adb505,TR,short,1.0,red,0.3919,1.0
456,95adb505,EN,short,0.0,red,0.6841,1.0
457,95adb505,EN,short,1.0,green,0.8734,1.0
458,95adb505,TR,short,0.0,red,0.5533,1.0
459,95adb505,EN,short,1.0,red,0.4843,1.0
460,95adb505,EN,short,0.0,blue,0.9765,1.0
461,95adb505,EN,short,1.0,blue,0.578,1.0
462,95adb505,TR,short,1.0,blue,0.495,1.0
463,95adb505,EN,short,0.0,green,0.5275,1.0
464,95adb505,TR,short,1.0,red,0.4972,1.0
465,95adb505,TR,short,0.0,blue,0.7602,1.0
466,95adb505,TR,short,0.0,green,0.5631,1.0
467,95adb505,TR,short,1.0,green,0.4345,1.0
468,95adb505,EN,short,1.0,blue,0.6134,1.0
469,95adb505,EN,short,0.0,blue,0.8343,1.0
470,95adb505,TR,short,1.0,red,0.4803,1.0
